当代国外马克思主义评论,CONTEMPORARY MARXISM REVIEW,Dang Dai Guo Wai Ma Ke Si Zhu Yi Ping Lun
金卡工程,Cards World  김공정,Jin Ka Gong Cheng
理论与实践,LILUN YU SHIJIAN,Li Lun Yu Shi Jian
教学月刊（中学版）,Jiaoxue Yuekan(Zhongxueban)  학월간（중학판）,Jiao Xue Yue Kan （ Zhong Xue Ban ）
外国哲学,Guowai Zhexue,Wai Guo Zhe Xue
时代青年·视点,Youth of the Times,Shi Dai Qing Nian Shi Dian
理论前沿,Theory Front  리론전연,Li Lun Qian Yan
闽西通讯,MINXI TONGXUN,Min Xi Tong Xun
女子世界,women's World,Nu Zi Shi Jie
人民政坛,People's Political Scene,Ren Min Zheng Tan
军队政工理论研究,Theoretical Studies on PLA Political Work  군대정공리론구,Jun Dui Zheng Gong Li Lun Yan Jiu
西安外事学院学报,Journal of Xi'an International University,Xi An Wai Shi Xue Yuan Xue Bao
私法研究,Private Law Review,Si Fa Yan Jiu
心理世界,Mental World,Xin Li Shi Jie
中国妇运,Chinese Women's Movement,Zhong Guo Fu Yun
军队党的生活,JUNDUI DANGDESHENGHUO
地方政府管理,Local Government Management,Di Fang Zheng Fu Guan Li
山西青年（上半月）,Shanxi Youth,Shan Xi Qing Nian （ Shang Ban Yue ）
吉林省社会主义学院学报,JILINSHENG SHEHUIZHUYI XUEYUAN XUEBAO,Ji Lin Sheng She Hui Zhu Yi Xue Yuan Xue Bao
畅谈,Talk Up  창담,Chang Tan
法学教育研究,Legal Education Research
著作权,Copyright,Zhu Zuo Quan
沈阳干部学刊,SHENYANG GANBU XUEKAN,Shen Yang Gan Bu Xue Kan
钢铁文化,GANG TIE WEN HUA  강철문화,Wu Gang Zheng Gong
金融法苑,Financial Law Form
中德私法研究,Zdsfyj
民主与法制,Democracy and Legal System,Min Zhu Yu Fa Zhi
马克思主义哲学研究,Marxist Philosophical Research,Ma Ke Si Zhu Yi Zhe Xue Yan Jiu
现代妇女,Modern Women  현대부녀,Xian Dai Fu Nu
中国政协,ZHONGGUO ZHENGXIE,Zhong Guo Zheng Xie
行政法论丛,ADMINISTRATIVE LAW,Xing Zheng Fa Lun Cong
